date,conflict_phase,airline,iata_code,origin,destination,original_distance_km,price,estimated_passengers,route_revenue_usd,fuel_pct_of_cost
2023-05,Stabilisation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1417.96,220,311951.2,97.77
2023-06,Stabilisation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1401.95,212,297213.4,97.75
2023-07,Stabilisation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1213,273,331149,97.47
2023-08,Stabilisation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1344.4,263,353577.2,97.67
2023-09,Stabilisation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1071,239,255969,97.21
2023-10,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1100.06,269,295916.14,97.27
2023-11,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1029.72,213,219330.36,97.12
2023-12,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1176.5,233,274124.5,97.41
2024-01,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1235.78,235,290408.3,97.51
2024-02,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1144.34,217,248321.78,97.35
2024-03,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1338.93,265,354816.45,97.66
2024-04,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1278.03,268,342512.04,97.58
2024-05,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1170.5,253,296136.5,97.4
2024-06,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1234.87,241,297603.67,97.51
2024-07,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1159.71,255,295726.05,97.38
2024-08,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1432.92,277,396918.84,97.79
2024-09,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1110.97,236,262188.92,97.29
2024-10,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1446.49,235,339925.15,97.8
2024-11,Gaza-Israel Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1390.72,256,356024.32,97.73
2024-12,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1146.29,261,299181.69,97.36
2025-01,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1274.35,244,310941.4,97.57
2025-02,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1568.07,274,429651.18,97.94
2025-03,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1564.47,236,369214.92,97.93
2025-04,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1574.65,258,406259.7,97.94
2025-05,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1576.95,260,410007,97.95
2025-06,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1218.61,232,282717.52,97.48
2025-07,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1441.69,211,304196.59,97.8
2025-08,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1265.89,271,343056.19,97.56
2025-09,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1557.6,246,383169.6,97.93
2025-10,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1432.92,217,310943.64,97.79
2025-11,Pre-Iran Escalation,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1393.72,281,391635.32,97.74
2025-12,US-Iran War Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,1997.95,245,489497.75,98.48
2026-01,US-Iran War Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,2027.03,237,480406.11,98.54
2026-02,US-Iran War Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,2572.71,0,0,98.76
2026-03,US-Iran War Conflict,Etihad Airways,EY,Abu Dhabi,Chicago,11025,2725.19,0,0,98.84
2019-01,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,372.48,270,100569.6,97.11
2019-02,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,415.01,211,87567.11,97.35
2019-03,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,385.99,264,101901.36,97.19
2019-04,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,365.22,257,93861.54,97.06
2019-05,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,363.05,224,81323.2,97.05
2019-06,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,364.75,256,93376,97.06
2019-07,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,352.24,241,84889.84,96.97
2019-08,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,405.37,216,87559.92,97.3
2019-09,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,379.6,249,94520.4,97.15
2019-10,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,386.58,282,109015.56,97.19
2019-11,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,345.55,258,89151.9,96.92
2019-12,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,381.19,234,89198.46,97.16
2020-01,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,377.18,252,95049.36,97.14
2020-02,Pre-Pandemic Baseline,Saudia,SV,Riyadh,London,4666,341.8,265,90577,96.89
2020-03,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,107.09,221,23666.89,91.63
2020-04,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,104.13,249,25928.37,91.43
2020-05,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,115.28,248,28589.44,92.14
2020-06,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,261.54,238,62246.52,96.11
2020-07,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,237.54,266,63185.64,95.78
2020-08,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,229.24,252,57768.48,95.65
2020-09,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,265.71,262,69616.02,96.16
2020-10,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,212.5,254,53975,95.36
2020-11,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,221.9,268,59469.2,95.53
2020-12,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,232.93,257,59863.01,95.71
2021-01,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,439.65,260,114309,97.47
2021-02,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,534.19,226,120726.94,97.84
2021-03,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,426.15,273,116338.95,97.41
2021-04,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,471.56,221,104214.76,97.61
2021-05,COVID-19 Collapse,Saudia,SV,Riyadh,London,4666,496.77,235,116740.95,97.71
2021-06,Recovery & Surge,Saudia,SV,Riyadh,London,4666,400.51,276,110540.76,97.27
2021-07,Recovery & Surge,Saudia,SV,Riyadh,London,4666,465.32,218,101439.76,97.59
2021-08,Recovery & Surge,Saudia,SV,Riyadh,London,4666,424.82,275,116825.5,97.4
2021-09,Recovery & Surge,Saudia,SV,Riyadh,London,4666,393.12,245,96314.4,97.23
2021-10,Recovery & Surge,Saudia,SV,Riyadh,London,4666,557.04,223,124219.92,97.91
2021-11,Recovery & Surge,Saudia,SV,Riyadh,London,4666,565.21,265,149780.65,97.94
2021-12,Recovery & Surge,Saudia,SV,Riyadh,London,4666,505.43,231,116754.33,97.74
2022-01,Recovery & Surge,Saudia,SV,Riyadh,London,4666,413.31,260,107460.6,97.34
2022-02,Recovery & Surge,Saudia,SV,Riyadh,London,4666,385.87,269,103799.03,97.19
2022-03,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,782.69,0,0,98.4
2022-04,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,745.74,268,199858.32,98.34
2022-05,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,659.55,280,184674,98.17
2022-06,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,696.88,251,174916.88,98.25
2022-07,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,494.04,221,109182.84,97.7
2022-08,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,622.69,263,163767.47,98.09
2022-09,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,511.89,240,122853.6,97.77
2022-10,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,565.68,249,140854.32,97.94
2022-11,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,526.04,257,135192.28,97.82
2022-12,Ukraine War Shock,Saudia,SV,Riyadh,London,4666,593.67,263,156135.21,98.02
2023-01,Stabilisation,Saudia,SV,Riyadh,London,4666,510.87,257,131293.59,97.76
2023-02,Stabilisation,Saudia,SV,Riyadh,London,4666,475.63,227,107968.01,97.63
2023-03,Stabilisation,Saudia,SV,Riyadh,London,4666,587.79,266,156352.14,98
2023-04,Stabilisation,Saudia,SV,Riyadh,London,4666,542.13,270,146375.1,97.87
2023-05,Stabilisation,Saudia,SV,Riyadh,London,4666,600.11,212,127223.32,98.03
2023-06,Stabilisation,Saudia,SV,Riyadh,London,4666,593.33,233,138245.89,98.02
2023-07,Stabilisation,Saudia,SV,Riyadh,London,4666,513.37,283,145283.71,97.77
2023-08,Stabilisation,Saudia,SV,Riyadh,London,4666,568.98,223,126882.54,97.95
2023-09,Stabilisation,Saudia,SV,Riyadh,London,4666,453.27,223,101079.21,97.54
2023-10,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,465.57,254,118254.78,97.59
2023-11,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,435.8,235,102413,97.46
2023-12,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,497.91,259,128958.69,97.72
2024-01,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,523.01,229,119769.29,97.81
2024-02,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,484.31,241,116718.71,97.67
2024-03,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,566.66,284,160931.44,97.94
2024-04,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,540.88,238,128729.44,97.86
2024-05,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,495.38,216,107002.08,97.71
2024-06,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,522.62,265,138494.3,97.8
2024-07,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,490.81,254,124665.74,97.69
2024-08,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,606.44,243,147364.92,98.05
2024-09,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,470.19,278,130712.82,97.61
2024-10,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,612.18,220,134679.6,98.06
2024-11,Gaza-Israel Conflict,Saudia,SV,Riyadh,London,4666,588.58,246,144790.68,98
2024-12,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,485.13,224,108669.12,97.67
2025-01,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,539.33,216,116495.28,97.86
2025-02,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,663.64,243,161264.52,98.18
2025-03,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,662.11,281,186052.91,98.18
2025-04,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,666.42,264,175934.88,98.19
2025-05,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,667.39,227,151497.53,98.19
2025-06,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,515.74,244,125840.56,97.78
2025-07,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,610.16,269,164133.04,98.06
2025-08,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,535.75,224,120008,97.85
2025-09,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,659.21,225,148322.25,98.17
2025-10,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,606.44,223,135236.12,98.05
2025-11,Pre-Iran Escalation,Saudia,SV,Riyadh,London,4666,589.85,255,150411.75,98.01
2025-12,US-Iran War Conflict,Saudia,SV,Riyadh,London,4666,845.57,0,0,98.61
2026-01,US-Iran War Conflict,Saudia,SV,Riyadh,London,4666,857.87,268,229909.16,98.77
2026-02,US-Iran War Conflict,Saudia,SV,Riyadh,London,4666,1088.82,226,246073.32,98.99
2026-03,US-Iran War Conflict,Saudia,SV,Riyadh,London,4666,1153.36,0,0,99.07
2019-01,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,369.69,223,82440.87,97.1
2019-02,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,411.89,278,114505.42,97.35
2019-03,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,383.09,273,104583.57,97.19
2019-04,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,362.48,283,102581.84,97.05
2019-05,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,360.33,233,83956.89,97.04
2019-06,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,362.01,280,101362.8,97.05
2019-07,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,349.61,223,77963.03,96.96
2019-08,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,402.32,223,89717.36,97.3
2019-09,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,376.75,218,82131.5,97.15
2019-10,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,383.68,242,92850.56,97.19
2019-11,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,342.96,210,72021.6,96.92
2019-12,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,378.33,238,90042.54,97.16
2020-01,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,374.36,256,95836.16,97.13
2020-02,Pre-Pandemic Baseline,Kuwait Airways,KU,Kuwait City,London,4631,339.24,215,72936.6,96.89
2020-03,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,106.29,271,28804.59,91.61
2020-04,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,103.35,231,23873.85,91.41
2020-05,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,114.42,213,24371.46,92.13
2020-06,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,259.57,238,61777.66,96.1
2020-07,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,235.76,220,51867.2,95.77
2020-08,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,227.52,269,61202.88,95.64
2020-09,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,263.72,235,61974.2,96.16
2020-10,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,210.91,218,45978.38,95.35
2020-11,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,220.23,244,53736.12,95.52
2020-12,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,231.19,243,56179.17,95.7
2021-01,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,436.36,230,100362.8,97.47
2021-02,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,530.19,234,124064.46,97.84
2021-03,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,422.96,267,112930.32,97.4
2021-04,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,468.03,257,120283.71,97.61
2021-05,COVID-19 Collapse,Kuwait Airways,KU,Kuwait City,London,4631,493.05,226,111429.3,97.71
2021-06,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,397.5,281,111697.5,97.27
2021-07,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,461.83,232,107144.56,97.58
2021-08,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,421.63,250,105407.5,97.4
2021-09,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,390.17,252,98322.84,97.23
2021-10,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,552.86,226,124946.36,97.91
2021-11,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,560.97,231,129584.07,97.93
2021-12,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,501.64,246,123403.44,97.74
2022-01,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,410.21,229,93938.09,97.34
2022-02,Recovery & Surge,Kuwait Airways,KU,Kuwait City,London,4631,382.97,232,88849.04,97.18
2022-03,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,776.82,255,198089.1,98.4
2022-04,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,740.14,265,196137.1,98.34
2022-05,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,654.6,270,176742,98.17
2022-06,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,691.65,219,151471.35,98.25
2022-07,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,490.34,265,129940.1,97.7
2022-08,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,618.02,280,173045.6,98.09
2022-09,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,508.04,253,128534.12,97.76
2022-10,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,561.43,255,143164.65,97.93
2022-11,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,522.09,281,146707.29,97.81
2022-12,Ukraine War Shock,Kuwait Airways,KU,Kuwait City,London,4631,589.21,275,162032.75,98.01
2023-01,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,507.03,251,127264.53,97.76
2023-02,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,472.06,267,126040.02,97.63
2023-03,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,583.37,223,130091.51,98
2023-04,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,538.06,240,129134.4,97.86
2023-05,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,595.61,263,156645.43,98.03
2023-06,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,588.89,231,136033.59,98.01
2023-07,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,509.51,244,124320.44,97.77
2023-08,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,564.71,222,125365.62,97.94
2023-09,Stabilisation,Kuwait Airways,KU,Kuwait City,London,4631,449.87,277,124613.99,97.53
2023-10,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,462.07,277,127993.39,97.58
2023-11,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,432.53,245,105969.85,97.45
2023-12,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,494.19,224,110698.56,97.71
2024-01,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,519.08,260,134960.8,97.8
2024-02,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,480.68,226,108633.68,97.66
2024-03,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,562.41,227,127667.07,97.94
2024-04,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,536.83,282,151386.06,97.86
2024-05,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,491.66,217,106690.22,97.7
2024-06,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,518.7,238,123450.6,97.8
2024-07,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,487.13,251,122269.63,97.69
2024-08,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,601.89,218,131212.02,98.05
2024-09,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,466.66,212,98931.92,97.6
2024-10,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,607.59,250,151897.5,98.06
2024-11,Gaza-Israel Conflict,Kuwait Airways,KU,Kuwait City,London,4631,584.16,218,127346.88,98
2024-12,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,481.49,228,109779.72,97.66
2025-01,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,535.28,247,132214.16,97.85
2025-02,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,658.66,236,155443.76,98.18
2025-03,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,657.14,263,172827.82,98.18
2025-04,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,661.42,282,186520.44,98.18
2025-05,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,662.39,266,176195.74,98.19
2025-06,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,511.87,284,145371.08,97.78
2025-07,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,605.57,239,144731.23,98.05
2025-08,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,531.73,232,123361.36,97.84
2025-09,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,654.26,225,147208.5,98.17
2025-10,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,601.89,276,166121.64,98.05
2025-11,Pre-Iran Escalation,Kuwait Airways,KU,Kuwait City,London,4631,585.43,239,139917.77,98
2025-12,US-Iran War Conflict,Kuwait Airways,KU,Kuwait City,London,4631,839.23,260,218199.8,98.74
2026-01,US-Iran War Conflict,Kuwait Airways,KU,Kuwait City,London,4631,851.44,275,234146,98.63
2026-02,US-Iran War Conflict,Kuwait Airways,KU,Kuwait City,London,4631,1080.66,226,244229.16,98.96
2026-03,US-Iran War Conflict,Kuwait Airways,KU,Kuwait City,London,4631,1144.7,266,304490.2,99.08
2019-01,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,446.32,256,114257.92,97.02
2019-02,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,497.27,284,141224.68,97.27
2019-03,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,462.51,266,123027.66,97.11
2019-04,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,437.61,219,95836.59,96.97
2019-05,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,435.03,284,123548.52,96.96
2019-06,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,437.06,254,111013.24,96.97
2019-07,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,422.07,232,97920.24,96.88
2019-08,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,485.73,271,131632.83,97.22
2019-09,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,454.85,213,96883.05,97.07
2019-10,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,463.21,259,119971.39,97.11
2019-11,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,414.05,221,91505.05,96.83
2019-12,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,456.76,216,98660.16,97.08
2020-01,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,451.96,236,106662.56,97.05
2020-02,Pre-Pandemic Baseline,Oman Air,WY,Muscat,London,5591,409.56,236,96656.16,96.8
2020-03,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,128.32,255,32721.6,91.39
2020-04,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,124.78,252,31444.56,91.18
2020-05,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,138.13,261,36051.93,91.92
2020-06,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,313.38,223,69883.74,95.99
2020-07,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,284.63,275,78273.25,95.65
2020-08,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,274.69,274,75265.06,95.52
2020-09,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,318.38,226,71953.88,96.05
2020-10,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,254.64,245,62386.8,95.22
2020-11,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,265.88,246,65406.48,95.39
2020-12,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,279.11,279,77871.69,95.58
2021-01,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,526.81,277,145926.37,97.4
2021-02,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,640.09,215,137619.35,97.78
2021-03,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,510.63,281,143487.03,97.33
2021-04,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,565.05,215,121485.75,97.54
2021-05,COVID-19 Collapse,Oman Air,WY,Muscat,London,5591,595.25,251,149407.75,97.64
2021-06,Recovery & Surge,Oman Air,WY,Muscat,London,5591,479.91,233,111819.03,97.19
2021-07,Recovery & Surge,Oman Air,WY,Muscat,London,5591,557.57,239,133259.23,97.52
2021-08,Recovery & Surge,Oman Air,WY,Muscat,London,5591,509.04,257,130823.28,97.32
2021-09,Recovery & Surge,Oman Air,WY,Muscat,London,5591,471.05,253,119175.65,97.15
2021-10,Recovery & Surge,Oman Air,WY,Muscat,London,5591,667.47,222,148178.34,97.85
2021-11,Recovery & Surge,Oman Air,WY,Muscat,London,5591,677.26,282,190987.32,97.87
2021-12,Recovery & Surge,Oman Air,WY,Muscat,London,5591,605.63,212,128393.56,97.68
2022-01,Recovery & Surge,Oman Air,WY,Muscat,London,5591,495.24,235,116381.4,97.26
2022-02,Recovery & Surge,Oman Air,WY,Muscat,London,5591,462.36,270,124837.2,97.1
2022-03,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,937.85,273,256033.05,98.35
2022-04,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,893.58,269,240373.02,98.29
2022-05,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,790.31,237,187303.47,98.12
2022-06,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,835.03,260,217107.8,98.2
2022-07,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,591.98,267,158058.66,97.63
2022-08,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,746.13,253,188770.89,98.03
2022-09,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,613.36,260,159473.6,97.7
2022-10,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,677.81,251,170130.31,97.88
2022-11,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,630.33,214,134890.62,97.75
2022-12,Ukraine War Shock,Oman Air,WY,Muscat,London,5591,711.36,230,163612.8,97.96
2023-01,Stabilisation,Oman Air,WY,Muscat,London,5591,612.15,262,160383.3,97.7
2023-02,Stabilisation,Oman Air,WY,Muscat,London,5591,569.93,228,129944.04,97.56
2023-03,Stabilisation,Oman Air,WY,Muscat,London,5591,704.3,244,171849.2,97.94
2023-04,Stabilisation,Oman Air,WY,Muscat,London,5591,649.6,250,162400,97.8
2023-05,Stabilisation,Oman Air,WY,Muscat,London,5591,719.08,260,186960.8,97.97
2023-06,Stabilisation,Oman Air,WY,Muscat,London,5591,710.95,229,162807.55,97.95
